sex,age,income,wt,ht,bmi,waist
male,18,25000,71.4,172.8,23.91,82.5
female,39,45000,56.5,170.6,19.41,75.6
male,63,75000,79.1,179.8,24.47,93.5
male,17,100000,70.8,172.2,23.88,80.3
female,53,75000,92,168.5,32.4,100.2
male,66,55000,74.9,166.3,27.08,96.7
male,30,0,87.3,178.4,27.43,92.2
female,35,15000,63.3,175.8,20.48,84.8
male,52,100000,88.8,169.1,31.05,109
female,70,45000,106.9,164.4,39.55,129.6
female,26,,55.7,159.8,21.81,74.1
male,32,35000,97.3,183.8,28.8,102.6
female,72,15000,89.4,163.5,33.44,122.1
female,63,100000,79,166.8,28.39,88.1
male,30,25000,49.7,159,19.66,74
male,50,100000,134.7,177.3,42.85,132
male,72,,81.4,171.3,27.74,108.3
male,79,75000,68.6,171,23.46,87
male,16,55000,67.1,178.4,21.08,72.8
female,69,35000,121.8,162.9,45.9,134.5
male,59,,87.9,167.7,31.26,99.6
female,64,100000,61.1,155.3,25.33,86.9
male,40,100000,91.7,187.3,26.14,94.9
female,36,35000,58.2,164.2,21.59,77.3
female,65,100000,77,165.3,28.18,96
female,73,5000,73,163.8,27.21,99.8
female,52,25000,92.3,152.1,39.9,121.3
male,64,20000,84.4,176.5,27.09,96.9
male,54,55000,92.3,164.9,33.94,109.2
female,49,75000,53.6,156.9,21.77,82.8
female,70,,91,154.3,38.22,118.1
female,25,55000,84.7,152.3,36.52,110.7
female,64,10000,82.1,166.8,29.51,96.8
female,60,20000,81.2,150.6,35.8,107.3
male,52,35000,83.5,162.5,31.62,102.3
female,60,,82.6,165.3,30.23,94.6
male,51,20000,65.7,165.9,23.87,82.6
female,50,10000,98.3,166.4,35.5,112.2
male,18,20000,56.8,172.1,19.18,66.1
female,26,5000,63.7,162.5,24.12,85.3
male,70,15000,87.7,177.6,27.8,103.6
male,78,35000,102.5,177.4,32.57,129.4
male,35,25000,88.2,164.1,32.75,107.8
female,66,20000,94.9,160.7,36.75,121.4
female,62,20000,70.3,155.5,29.07,93.9
female,65,45000,78.5,157.2,31.77,110.5
female,49,100000,83.4,157.4,33.66,99
female,68,25000,97.4,156.7,39.67,122.4
female,73,10000,62.7,165.5,22.89,88.7
female,45,35000,66.9,160.5,25.97,88.9
male,61,75000,107.2,180.2,33.01,119.2
female,48,,58.2,167.6,20.72,80.4
female,77,20000,88.4,161.8,33.77,122.4
male,20,35000,70.1,185.8,20.31,78.4
male,78,25000,87,166.7,31.31,106
male,18,100000,146.7,186.8,42.04,143
male,41,75000,64.1,175.2,20.88,82.5
male,42,,77.7,170.9,26.6,91.8
male,61,35000,89.1,175,29.09,100.7
female,80,65000,60.3,148.4,27.38,98.1
female,43,25000,71.7,163,26.99,90.5
male,43,5000,99.5,183,29.71,107.2
male,40,75000,106.1,188.5,29.86,110.5
female,24,75000,45.7,164.4,16.91,67.7
male,37,75000,117.5,183.1,35.05,119
female,72,20000,89.1,148.4,40.46,110.4
male,80,25000,59.1,166.1,21.42,82.5
male,76,25000,89.5,170.3,30.86,109.5
female,53,75000,94.2,172.1,31.8,112
male,61,75000,83.6,167.4,29.83,110.2
female,63,35000,66.4,153.8,28.07,100
male,71,45000,101.3,169.8,35.13,116.6
male,22,100000,83.3,181.7,25.23,
female,26,65000,70.8,168.2,25.03,92.1
female,77,100000,90.3,163.7,33.7,
female,15,100000,70.5,169.6,24.51,84.8
male,62,15000,87.8,179.2,27.34,117
female,15,100000,65.2,176.6,20.91,81.8
female,80,15000,61,156.4,24.94,83.8
female,35,100000,62.2,163.5,23.27,86.6
male,19,0,49.3,164.7,18.17,71
female,37,45000,101,169.2,35.28,116.3
male,80,20000,74.5,154.9,31.05,
male,13,75000,37.6,140,19.18,67.3
male,64,35000,65.1,164.9,23.94,95.1
female,22,55000,55.6,156.5,22.7,71.6
male,36,45000,101.2,179.5,31.41,104.5
female,77,0,68.5,149,30.85,101.4
male,68,20000,89.6,175.3,29.16,104.7
female,44,75000,73.8,160.9,28.51,92
female,58,100000,93,161.9,35.48,108.6
male,80,100000,84.7,174.1,27.94,101
male,45,20000,81.5,169.7,28.3,101
female,31,25000,51.4,159.2,20.28,
male,56,100000,72.5,160.8,28.04,93
female,28,20000,100.1,176.5,32.13,106
male,67,45000,102.5,174.5,33.66,122.6
female,46,55000,100.4,167.6,35.74,121.7
female,39,100000,72,173.9,23.81,78.3
female,14,45000,51.1,168.7,17.96,70.4
male,51,75000,93.6,164,34.8,100
male,16,35000,60.5,176.6,19.4,73.6
female,70,< 20000,89.1,153.6,37.77,117.8
male,53,35000,118.5,160.9,45.77,139
female,74,75000,101,176.5,32.42,108.9
male,60,5000,91.3,165.6,33.29,116
female,29,0,73.8,167.7,26.24,92.3
male,58,35000,98.6,180.1,30.4,112.5
female,57,< 20000,73.6,150.5,32.49,96
female,36,75000,90.5,173.7,30,110.7
male,66,25000,58.7,159,23.22,80.7
female,53,65000,70.3,172.6,23.6,88.2
female,48,55000,59.7,163.6,22.31,83
male,42,20000,150.6,182.6,45.17,142.5
female,29,35000,112.2,152.7,48.12,114.6
male,13,25000,37.7,147.8,17.26,64.5
female,35,100000,51,161.7,19.51,71.8
male,15,100000,53.4,157.9,21.42,77.6
female,72,45000,90.5,169.9,31.35,108.1
male,19,0,80,181.5,24.28,81.3
male,74,55000,82.9,171.4,28.22,105.7
male,19,25000,82,180.3,25.22,89.9
female,15,15000,44.9,156.6,18.31,65.6
female,63,75000,78,150.4,34.48,104.9
male,26,,139.1,177.5,44.15,133.5
male,35,15000,183.2,185.1,53.47,162.7
female,37,25000,86.9,164.4,32.15,98.2
female,67,100000,51.8,164.9,19.05,73.5
male,17,65000,104.9,170.2,36.21,105.9
female,37,15000,96.8,170.9,33.14,110.5
male,80,45000,66,166,23.95,96.5
female,18,20000,73.7,154.6,30.84,96.6
female,68,15000,79.4,157.7,31.93,100.6
male,53,75000,108,177.8,34.16,116.4
female,14,20000,72.9,160.6,28.26,92.1
male,33,35000,86.6,179.8,26.79,88.5
male,75,100000,83.3,171.7,28.26,109.8
male,52,100000,62.2,171.4,21.17,81.6
female,35,100000,51.3,157.6,20.65,76.7
male,13,55000,43.9,161.2,16.89,67.7
female,65,45000,102.9,162.6,38.92,127.1
female,51,75000,73.7,159.6,28.93,101.2
female,20,45000,52.8,159.7,20.7,80
female,35,25000,80.9,156.9,32.86,90.9
male,26,75000,129.9,172.8,43.5,133.2
male,18,,84.8,173.3,28.24,
female,38,100000,77.7,165.2,28.47,100.2
female,27,,48.6,139.4,25.01,80.7
male,72,75000,79.3,164.5,29.3,106.3
male,34,100000,73.4,181.4,22.31,77.7
female,80,,80.3,151.9,34.8,
male,51,,64.9,159.9,25.38,93.9
male,62,10000,59.4,164.2,22.03,86.8
female,17,25000,50.7,159.7,19.88,77.7
male,31,25000,115.9,180.5,35.57,121.8
female,42,25000,87.6,160.8,33.88,101.7
female,21,100000,56.1,165.4,20.51,75.5
female,20,5000,60.4,167.6,21.5,79.8
male,16,65000,73.6,178.6,23.07,81.8
male,12,25000,46.9,153.8,19.83,68.5
female,26,75000,87.8,172.4,29.54,94.8
male,80,45000,74.7,168.8,26.22,99.2
female,34,25000,86.6,168.7,30.43,100
female,29,100000,48.1,158.8,19.07,69.4
male,66,100000,106.3,174.2,35.03,115.3
female,76,15000,84.5,162.7,31.92,108.9
male,68,100000,103.1,184.2,30.39,107.6
male,18,55000,100,178.5,31.39,106.4
male,16,20000,87.1,169.9,30.17,89
female,45,25000,81.2,149.4,36.38,112.6
female,17,35000,55,167.1,19.7,69.1
male,68,10000,67.2,170.4,23.14,93.1
female,42,20000,93.1,167.3,33.26,116.4
female,40,10000,78.3,168.9,27.45,98.5
female,80,20000,86,159.3,33.89,113.7
female,23,10000,81.9,167.5,29.19,105.8
female,31,20000,81.2,163.2,30.49,100.7
male,33,10000,81.9,177.5,25.99,87.6
male,17,100000,105.7,193.3,28.29,106.2
female,73,5000,71.6,166.2,25.92,99.1
male,45,75000,87.8,183.6,26.05,99.9
female,68,25000,84.1,170,29.1,103.1
male,79,25000,58.8,166.5,21.21,86.8
female,80,20000,72.2,151.7,31.37,104.9
male,31,45000,67.8,171.6,23.02,89.7
female,18,75000,60.6,166.4,21.89,77.8
male,48,25000,77.6,166.8,27.89,94.2
female,80,25000,85.2,155.5,35.24,102
male,74,15000,93,169.7,32.29,111.6
female,51,75000,90.2,164.8,33.21,109.8
male,47,65000,160.8,168.8,56.43,156
female,71,10000,70.1,152.1,30.3,95.7
female,20,5000,74.4,172,25.15,89.4
female,80,< 20000,73.5,156.5,30.01,106.7
female,71,20000,77,157.2,31.16,103.2
female,39,10000,61.4,162.1,23.37,84.8
male,55,35000,90.6,172.6,30.41,106.9
male,68,,61.9,178.2,19.49,84.7
male,75,20000,57,164.3,21.12,85.4
male,13,45000,76.9,159.9,30.08,101.4
male,50,35000,102.1,161.4,39.19,
female,27,5000,75.1,157.6,30.24,101.2
male,17,10000,76.5,167.6,27.23,92.3
male,51,25000,68.4,161.1,26.36,89.2
female,51,25000,66.8,157.9,26.79,83.4
male,69,75000,80.4,166.2,29.11,100.5
male,68,10000,91.7,179.1,28.59,110.2
male,74,35000,71.4,172.3,24.05,96.7
female,45,35000,78.7,158.8,31.21,101.1
female,49,100000,75.8,159.2,29.91,97.9
male,16,75000,86.6,189.2,24.19,92.7
male,48,75000,101.4,177,32.37,101
female,43,65000,131.7,159.1,52.03,119
female,51,25000,76.4,163.4,28.61,93.3
female,17,< 20000,55.6,169.9,19.26,70.2
male,22,5000,79.1,177.1,25.22,88.1
male,19,0,85.3,185,24.92,83
female,62,,88.4,160.8,34.19,
male,51,20000,83.6,178.4,26.27,97.7
female,41,75000,165.3,177.3,52.58,136
female,13,,59.1,154.8,24.66,82
male,72,35000,117,173.8,38.73,127.9
female,35,45000,90.6,176.1,29.22,104.7
female,27,65000,71.8,167.7,25.53,84.4
female,36,20000,69.6,165,25.56,93.2
female,15,75000,52.4,167.3,18.72,72
female,80,100000,61.8,160,24.14,86
male,12,100000,50.1,162.6,18.95,69.2
female,41,35000,56.8,159.4,22.35,80.7
female,35,75000,85.6,171.4,29.14,94.1
female,20,25000,77.4,155.1,32.17,105.9
female,18,55000,60.6,173.1,20.22,71.4
male,71,75000,104.4,174.6,34.25,115.5
female,13,15000,50.9,153.6,21.57,83.5
female,73,75000,61.9,155.1,25.73,85.9
female,74,20000,90.1,154,37.99,118.7
male,20,20000,57.9,171,19.8,75.2
male,68,45000,104.5,181.2,31.83,120.8
female,18,20000,68.3,158.4,27.22,85.7
male,37,100000,100.3,175.6,32.53,
male,41,25000,100.6,164.4,37.22,117.5
female,13,20000,69.3,154,29.22,89.7
male,58,,103.2,167.9,36.61,129
male,29,100000,118.2,187.3,33.69,115.5
male,24,35000,70.1,180.1,21.61,84.2
female,28,45000,65.5,171.1,22.37,86.4
female,45,100000,118,174.3,38.84,115.2
female,73,20000,80.2,161.6,30.71,105.3
male,27,45000,91.2,179.3,28.37,95.3
female,80,100000,45.3,148,20.68,71.6
female,37,20000,53.8,159.7,21.09,72.6
male,62,10000,60.3,179,18.82,83.5
male,80,100000,75.4,167.1,27,100.8
male,37,25000,68.1,176.1,21.96,74.3
male,68,15000,86.4,165.5,31.54,122.6
female,80,20000,61.4,161.3,23.6,90.1
male,42,100000,74.9,171.7,25.41,94.3
male,39,100000,100.1,180,30.9,105.5
male,18,10000,73.9,169.9,25.6,82.4
male,13,25000,48.7,162.7,18.4,68.6
male,16,100000,58.7,170.6,20.17,72
female,29,35000,63.5,158.7,25.21,88
female,53,100000,48.8,164.3,18.08,66.5
female,14,100000,62.7,159.6,24.62,79.3
female,32,100000,55.2,168.7,19.4,78.3
male,21,20000,70.2,176.3,22.59,78.9
male,26,100000,103.8,183.3,30.89,104.3
female,15,15000,66.5,165.5,24.28,82.6
female,29,55000,96.8,168.1,34.26,111.7
male,53,20000,89.2,164.3,33.04,113
female,50,35000,64.7,160.4,25.15,82.8
male,46,20000,74,172.1,24.98,92.8
male,46,25000,99.3,177.3,31.59,112.2
male,69,55000,79.1,164.9,29.09,101.8
female,20,25000,46,169.8,15.95,63.9
female,80,20000,72.4,160.7,28.04,
female,73,35000,57.9,161.5,22.2,80.4
male,52,0,80.7,194.9,21.24,81.3
male,80,55000,65.5,171.2,22.35,90.7
female,65,100000,74.1,169.2,25.88,94.2
male,21,35000,86.2,173.6,28.6,100.5
female,44,25000,62.7,161.2,24.13,90.2
male,35,20000,79,171.5,26.86,94.1
male,14,55000,47.4,166.5,17.1,65
male,66,100000,81.9,181.5,24.86,101.7
female,55,75000,75.1,156.2,30.78,93.5
female,49,100000,96.4,162,36.73,109.1
female,15,5000,57.7,164.6,21.3,78.4
female,16,25000,58.5,155.8,24.1,80.1
female,17,75000,49.1,160.9,18.97,69
female,24,75000,62.3,156.6,25.4,88.2
male,77,10000,83,170.9,28.42,106.7
female,17,20000,113.2,157.3,45.75,117.1
male,67,20000,80.3,175.1,26.19,97.1
male,16,,54.6,168.1,19.32,75.4
male,47,20000,131.5,181.4,39.96,124.3
female,61,75000,92.5,157,37.53,110.9
male,78,100000,114.4,163.7,42.69,140
female,53,100000,59.7,164.9,21.95,77.5
male,42,,76.5,176.5,24.56,
female,23,10000,74.3,157.2,30.07,101.2
male,17,20000,62.7,169.2,21.9,79.9
male,13,20000,61.4,172.1,20.73,71.7
female,60,45000,82,159.2,32.35,99.5
male,67,65000,76.6,171.7,25.98,97.5
male,42,55000,114.4,169.4,39.87,120
male,70,100000,83.4,176.7,26.71,97.5
female,20,25000,59.5,151.6,25.89,85.8
female,29,35000,48.3,159.8,18.91,70.6
female,56,55000,58.9,152.1,25.46,90.4
male,14,100000,48.5,163.2,18.21,68.5
female,23,35000,101.8,163.4,38.13,116.6
female,73,100000,92.4,157.3,37.34,127.7
male,22,,116.9,185.7,33.9,
male,34,55000,88,184.5,25.85,
female,32,20000,61.3,168.5,21.59,72.4
female,80,5000,59,156.6,24.06,89.1
female,44,75000,130.2,178.9,40.68,136.5
female,33,20000,83.4,165.9,30.3,103.4
male,33,75000,86.6,175.5,28.12,95.9
male,25,10000,60.7,179.4,18.86,74.5
female,54,20000,77.9,164.4,28.82,94.3
female,63,20000,117.4,161.6,44.96,120
male,22,25000,71.1,174.1,23.46,73.6
female,53,0,82,156.4,33.52,117.4
female,57,,104.1,154.7,43.5,112.4
female,73,100000,87.2,152.3,37.59,106.4
female,57,100000,60.3,158.7,23.94,87.6
male,75,35000,107,173.1,35.71,121.9
male,66,100000,118,191.6,32.14,118.6
female,47,100000,95.1,160.2,37.06,113
female,33,100000,85.1,172.8,28.5,94.4
female,28,35000,54.7,155.6,22.59,71.9
female,56,15000,58.7,158.6,23.34,81.3
female,42,15000,69.2,161.6,26.5,90.2
male,66,25000,63.3,153.2,26.97,
male,24,25000,69.6,170.2,24.03,81.5
male,63,20000,85,172.2,28.67,96.9
female,36,75000,47.7,169.4,16.62,65.5
male,23,0,70.3,184.1,20.74,76
male,65,25000,85.6,181.6,25.96,95.5
male,53,75000,160.7,174.7,52.65,152.8
female,54,55000,66.2,156.1,27.17,85.2
male,40,100000,115.9,188.4,32.65,110
male,12,10000,59.7,150,26.53,97.5
male,44,75000,93.9,181.9,28.38,99.1
male,40,15000,67.3,183.9,19.9,75.8
female,60,45000,60.7,158.3,24.22,86
male,17,45000,110.4,179.5,34.26,104.8
female,36,0,116.9,190.8,32.11,
female,26,25000,67.9,173.1,22.66,84.6
male,13,75000,70.2,161.5,26.91,82.8
female,65,55000,100.2,161.6,38.37,112.4
male,14,10000,53.6,164,19.93,70
female,80,,82.2,164.6,30.34,101.2
male,53,100000,81.3,176.7,26.04,92.5
male,26,10000,62.1,163.2,23.32,73.6
male,16,35000,76.4,173.9,25.26,89.9
female,16,45000,72.4,163.6,27.05,87.9
male,43,75000,85,175.2,27.69,91.5
male,27,20000,95,177.1,30.29,102
male,56,0,76.9,184.6,22.57,96.2
female,24,100000,58,162.1,22.07,76.6
male,32,20000,52,166.6,18.73,68.7
female,37,5000,76.4,166.5,27.56,94
female,50,55000,68.3,161.1,26.32,95.4
female,28,20000,57.8,162.8,21.81,79.9
female,20,75000,62.4,163.2,23.43,85.1
female,80,10000,67.3,150.6,29.67,
male,73,45000,75.3,177,24.04,97.3
female,66,55000,76.9,160.5,29.85,98.3
male,16,75000,77.9,173.9,25.76,76.1
male,14,0,46.2,157.3,18.67,65.1
female,34,45000,54,147.1,24.96,80.9
female,42,100000,46.4,156.6,18.92,68.7
female,69,20000,58.5,156.2,23.98,92.8
male,56,75000,126.4,186.4,36.38,114.7
male,80,20000,73.3,157.6,29.51,110.8
female,51,< 20000,89.8,153.6,38.06,117.8
female,37,100000,83.5,164.2,30.97,100.8
male,63,100000,71.9,165.3,26.31,95
female,67,100000,70.2,160.9,27.12,94
male,80,25000,80.7,178,25.47,98.9
female,72,10000,79.7,147,36.88,105.9
female,69,55000,69.1,146.4,32.24,111.5
female,48,,60.1,157.8,24.14,83.9
male,60,100000,96,184.4,28.23,100.9
male,12,100000,36.8,152,15.93,63.5
female,77,20000,59.4,142.4,29.29,92.3
male,80,45000,83.3,163.5,31.16,105
male,25,20000,76.3,167.6,27.16,95.1
female,54,45000,104.4,158.8,41.4,120
male,55,,82.7,169.3,28.85,101
female,45,15000,128.8,156.1,52.86,143.2
male,34,45000,95.9,171.5,32.61,108
male,18,100000,71.2,179.9,22,77.7
female,68,35000,77.5,158,31.04,107
female,80,,52.7,144.9,25.1,89.3
male,46,25000,96,167.2,34.34,113.8
female,56,100000,69.8,164.5,25.79,90.8
female,23,100000,67.4,161.2,25.94,88.7
female,48,10000,79.9,166.8,28.72,103
male,80,20000,71.7,172.2,24.18,99.2
female,67,,70.9,158.6,28.19,94.6
male,39,100000,91.5,173.5,30.4,100.7
female,64,75000,85.3,152.2,36.82,105.5
female,12,35000,57.4,163,21.6,76.8
male,73,15000,62.7,164.3,23.23,79.8
male,52,25000,86.1,168.2,30.43,104.5
male,39,35000,78.5,165.1,28.8,100
female,22,35000,77.4,174,25.56,90.3
female,16,,65.1,154.8,27.17,86.8
female,54,,57,152.4,24.54,84.2
male,60,20000,87.1,177.3,27.71,100.3
male,75,,118.7,174,39.21,
female,40,100000,95.8,158,38.38,110.8
female,66,75000,79.4,163.1,29.85,92.6
male,57,,85.1,174.6,27.92,99.1
female,44,10000,98.4,163.4,36.85,125.2
female,45,,72.5,160,28.32,92.1
female,34,5000,89.8,154.9,37.43,112.2
female,15,35000,52.4,159.7,20.55,69.5
male,73,10000,84,173.9,27.78,106.5
female,71,35000,69,166.6,24.86,93.2
male,29,45000,117.6,173.5,39.07,124.7
male,23,20000,80.8,188.9,22.64,77.1
male,25,35000,92.1,189.5,25.65,87.7
male,80,100000,83.5,173,27.9,113.4
male,80,15000,57,161.3,21.91,
female,35,0,111.5,166.3,40.32,125.4
female,39,< 20000,91.1,169.3,31.78,108.3
male,45,20000,78.1,166.7,28.1,97
female,72,45000,109.6,150.8,48.2,123.7
male,68,15000,122.7,176.7,39.3,132.8
male,18,10000,62.1,169.3,21.67,70.6
female,59,10000,78.2,154.3,32.85,107
male,57,45000,94.7,185.8,27.43,103.4
female,22,20000,105.4,160.7,40.81,109.2
female,61,35000,106.8,168.6,37.57,132.4
female,63,35000,63.3,146.9,29.33,96.4
male,25,10000,56,166.1,20.3,80.3
male,65,20000,121.9,174.3,40.12,122.8
male,22,10000,80.7,189.8,22.4,
female,68,100000,56,161.4,21.5,84.3
female,44,25000,55.8,161.9,21.29,71.7
female,80,15000,69.2,151.4,30.19,97.5
male,72,25000,82.7,163.9,30.79,117.6
female,15,75000,56.5,164.9,20.78,75.8
female,53,20000,83.8,168.4,29.55,92
female,23,20000,72.8,167.6,25.92,87.6
male,74,35000,64.7,160.2,25.21,94.7
female,24,20000,89.6,167.5,31.94,104.8
female,19,0,49.5,159.9,19.36,
female,17,75000,93.2,160.6,36.13,110.5
male,74,5000,75.1,178.6,23.54,99.1
male,51,55000,119.3,178.7,37.36,118.2
female,24,5000,68.8,168.9,24.12,81.7
male,31,20000,86.1,182.7,25.79,90.1
female,41,5000,97.1,170.8,33.28,109.5
female,80,5000,65.8,153.1,28.07,88.4
female,17,100000,61.4,165.2,22.5,81.5
male,15,75000,82.2,169.7,28.54,95
female,21,35000,60.6,160.5,23.52,87.5
female,53,20000,103.3,157.3,41.75,131.6
female,78,25000,61.6,162.6,23.3,90.5
female,27,20000,137.1,170.6,47.11,117.4
female,30,35000,71,170.4,24.45,83.5
female,24,,58.5,143.2,28.53,90.5
male,33,55000,70.8,168.6,24.91,86.1
female,17,100000,62,169.5,21.58,83.6
male,13,45000,72,154.1,30.32,91.5
male,37,25000,118.8,181,36.26,117.9
female,17,25000,42.2,160.2,16.44,66.5
male,27,10000,72.2,165,26.52,87.3
male,53,,70.3,173.5,23.35,83.5
male,25,10000,64.2,165,23.58,84
male,80,20000,113,176.8,36.15,124
female,54,10000,76.8,155.2,31.88,99.3
male,18,35000,59.4,157.1,24.07,80.5
male,60,35000,94.5,178.5,29.66,109.5
male,53,55000,120.1,180.2,36.99,120.2
female,16,25000,82,155.5,33.91,97.7
female,24,10000,71.7,157.4,28.94,83.5
female,47,100000,60.3,174.6,19.78,79.2
female,18,25000,53.2,159.7,20.86,67.9
female,27,75000,83.8,180.6,25.69,90.5
male,56,10000,82,176.2,26.41,100
male,75,15000,111.3,177.6,35.29,130.1
male,25,20000,74.2,176.4,23.85,89.2
female,19,35000,81.5,159.1,32.2,109.3
female,58,25000,133.7,162,50.94,146.7
female,55,65000,68.1,158.7,27.04,95.2
female,44,15000,64.8,151.7,28.16,
male,47,45000,86.3,172.2,29.1,101.6
male,46,45000,78.7,169,27.56,98.9
female,62,20000,57.5,151.4,25.09,91.7
male,80,65000,113.1,184.3,33.3,127.6
male,20,25000,63.7,158.6,25.32,80.7
female,15,75000,45.5,161.2,17.51,62.8
female,15,65000,55.6,169.7,19.31,82.2
female,39,65000,68.9,168,24.41,89
male,68,10000,57.8,177.2,18.41,83.2
male,61,45000,155.4,186,44.92,154.7
female,77,100000,53.1,153.6,22.51,
male,14,35000,42.3,161.1,16.3,62.7
female,68,75000,64,159.6,25.13,91.3
male,80,,80.5,178.8,25.18,106.2
male,59,10000,67,169.5,23.32,91.4
male,73,55000,79.1,166.6,28.5,99.2
female,36,25000,52.6,160.8,20.34,72.4
male,77,35000,94.3,173.2,31.44,108.3
male,26,35000,63.9,179.9,19.74,77.3
male,18,,140.7,166.8,50.57,147.7
male,48,25000,84.6,170.7,29.03,106.7
female,14,20000,87,153.6,36.88,105.7
male,18,,68.9,168.2,24.35,80.8
male,15,20000,51.9,160,20.27,69
female,40,45000,53.5,161.7,20.46,76.2
male,43,45000,85.3,179.2,26.56,98
female,44,20000,58.8,156.2,24.1,86.3
male,18,45000,67.4,173.9,22.29,76
female,29,55000,68.1,169.1,23.82,84.2
male,54,100000,93.9,180.6,28.79,101.5
female,20,25000,88.1,160.5,34.2,117
male,22,35000,78.6,173.3,26.17,82.1
male,80,< 20000,72.9,170.7,25.02,99.3
female,53,10000,70.8,162.8,26.71,100.4
female,27,10000,55.1,158.5,21.93,68.1
male,24,,79.2,161.3,30.44,97.8
male,80,35000,73,163.8,27.21,97.2
female,23,100000,52.9,155.7,21.82,76.3
male,18,100000,95.4,180.7,29.22,92
male,39,35000,120.6,170.5,41.49,131.5
female,28,,77,159.8,30.15,99.8
female,63,75000,79.8,163.1,30,89
female,71,100000,75.1,169.8,26.05,99.6
female,15,15000,72.7,161.1,28.01,95
male,53,100000,84.1,176.1,27.12,93.7
male,80,5000,77.9,168.2,27.54,101.1
male,19,25000,81.4,176.4,26.16,93.5
male,19,10000,104.6,176.6,33.54,103.3
male,43,55000,79.9,177.5,25.36,92.8
female,71,25000,90.1,164.6,33.26,110
female,20,75000,62.3,156.7,25.37,91.4
male,47,100000,75.3,175.6,24.42,94.7
female,19,,68.9,152.1,29.78,94.8
male,52,75000,94.9,166.8,34.11,112
female,76,15000,46.6,148.7,21.07,76
male,18,25000,72.2,172.9,24.15,87.6
male,24,10000,107.6,174.5,35.34,113.6
male,26,35000,64.5,175.6,20.92,74.5
male,37,5000,119.5,195.7,31.2,116
female,33,5000,52.1,151.6,22.67,81.2
female,22,35000,67.9,167.7,24.14,82.2
female,25,25000,89.9,152.9,38.45,116.3
female,29,20000,101.1,169.9,35.02,108.8
female,30,,64.7,159.5,25.43,82.8
male,13,100000,54.7,166.5,19.73,70.5
female,80,,48.2,146.8,22.37,
male,69,25000,86,166.6,30.98,110.2
female,56,35000,68.2,153.1,29.1,93.3
female,48,10000,46.1,157.3,18.63,70.6
male,68,20000,78.2,183.4,23.25,96.8
female,41,,64.8,158,25.96,
female,22,10000,53.2,156.6,21.69,69.5
female,49,< 20000,49.6,147.1,22.92,83.3
female,50,45000,72.5,165.6,26.44,92.5
female,46,45000,90.5,165.2,33.16,117.7
female,60,5000,57.7,161.1,22.23,91.4
male,35,100000,94,180.1,28.98,94.2
male,80,45000,92,177.9,29.07,107.5
female,30,0,75.9,156.1,31.15,108.6
female,31,35000,73.6,160.1,28.71,91.5
female,42,,77.5,161,29.9,96
male,66,100000,88.7,178.9,27.71,105.4
male,72,10000,68.8,169.8,23.86,96.3
male,28,,66.8,156.7,27.2,87.3
male,33,20000,79.6,177.4,25.29,90.5
male,22,15000,71.3,177.6,22.6,82.2
female,45,75000,107,153.1,45.65,121
male,17,35000,67.8,174.4,22.29,77.3
female,78,75000,53.1,166.5,19.15,74.6
male,31,20000,69.1,185.1,20.17,82.2
female,60,45000,88.1,171.2,30.06,104.2
female,29,45000,77.6,159.6,30.46,92.8
male,32,35000,69.7,168.9,24.43,87.9
male,44,100000,93,177,29.68,99.7
female,80,20000,58.8,146.1,27.55,95
male,23,5000,64.3,186.2,18.55,76.5
male,70,25000,98.1,180.6,30.08,106.2
male,49,10000,142.1,182.2,42.81,135
male,31,45000,105.1,180.4,32.29,114.1
female,29,35000,139.8,168.1,49.47,125.8
female,54,45000,95,166.4,34.31,115.4
female,17,35000,41.4,158.4,16.5,62.5
male,42,75000,105.1,182.5,31.56,107.5
male,63,20000,108.4,176.9,34.64,123.7
female,14,25000,90.1,165.5,32.89,111
female,33,100000,68.7,160.9,26.54,85.3
female,27,65000,64,175.8,20.71,80.6
female,39,25000,69.1,156.2,28.32,92.7
female,62,100000,95.1,170.6,32.68,110
female,45,45000,100.2,169.6,34.84,114.4
female,57,55000,61.5,160.7,23.81,83.4
female,62,20000,64.3,168.5,22.65,88.8
female,74,45000,91.3,148.8,41.23,110.7
